Iteration	Payoff	Chain	Status	Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
6490	  -55304.158	1	2	     9232270	         200	        0.06	
6490	  -55304.015	2	2	     9233473	         200	        0.06	
6490	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6490	  -55304.142	4	1	   9232317.4	         200	        0.06	
6490	  -55304.384	5	1	   9234570.2	         200	        0.06	
6490	  -55304.066	6	2	   9233762.7	         200	        0.06	
6490	  -55304.409	7	2	   9231729.3	         200	        0.06	
6490	  -55304.566	8	1	   9234868.2	         200	        0.06	
6490	   -55304.35	9	1	   9234508.8	         200	        0.06	
6500	  -55304.769		2	     9231196	         200	        0.06	
6500	  -55304.158	1	2	     9232270	         200	        0.06	
6500	  -55304.015	2	2	     9233473	         200	        0.06	
6500	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6500	  -55304.142	4	2	   9232317.4	         200	        0.06	
6500	  -55304.384	5	2	   9234570.2	         200	        0.06	
6500	  -55304.066	6	2	   9233762.7	         200	        0.06	
6500	  -55304.409	7	2	   9231729.3	         200	        0.06	
6500	  -55304.064	8	1	   9232591.4	         200	        0.06	
6500	   -55304.35	9	2	   9234508.8	         200	        0.06	
6510	  -55304.769		2	     9231196	         200	        0.06	
6510	  -55304.158	1	2	     9232270	         200	        0.06	
6510	  -55304.015	2	2	     9233473	         200	        0.06	
6510	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6510	  -55304.142	4	2	   9232317.4	         200	        0.06	
6510	  -55304.384	5	2	   9234570.2	         200	        0.06	
6510	  -55304.066	6	2	   9233762.7	         200	        0.06	
6510	  -55304.409	7	2	   9231729.3	         200	        0.06	
6510	  -55304.064	8	2	   9232591.4	         200	        0.06	
6510	   -55304.35	9	2	   9234508.8	         200	        0.06	
6520	  -55304.769		2	     9231196	         200	        0.06	
6520	  -55304.158	1	2	     9232270	         200	        0.06	
6520	  -55304.015	2	2	     9233473	         200	        0.06	
6520	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6520	  -55305.142	4	1	   9230764.5	         200	        0.06	
6520	  -55304.384	5	2	   9234570.2	         200	        0.06	
6520	  -55304.066	6	2	   9233762.7	         200	        0.06	
6520	  -55304.409	7	2	   9231729.3	         200	        0.06	
6520	  -55304.064	8	2	   9232591.4	         200	        0.06	
6520	  -55304.009	9	1	   9233416.8	         200	        0.06	
6530	  -55305.279		1	   9230624.7	         200	        0.06	
6530	  -55304.751	1	1	     9234177	   199.99427	        0.06	
6530	  -55304.015	2	2	     9233473	         200	        0.06	
6530	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6530	  -55305.142	4	2	   9230764.5	         200	        0.06	
6530	  -55304.384	5	2	   9234570.2	         200	        0.06	
6530	  -55304.066	6	2	   9233762.7	         200	        0.06	
6530	  -55304.409	7	2	   9231729.3	         200	        0.06	
6530	  -55304.064	8	2	   9232591.4	         200	        0.06	
6530	  -55304.009	9	2	   9233416.8	         200	        0.06	
6540	  -55304.392		1	   9231759.4	         200	        0.06	
6540	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6540	  -55304.015	2	2	     9233473	         200	        0.06	
6540	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6540	  -55306.385	4	1	   9235743.5	   199.98949	 0.059997407	
6540	  -55304.175	5	1	   9234119.7	         200	        0.06	
6540	  -55304.066	6	2	   9233762.7	         200	        0.06	
6540	  -55304.409	7	2	   9231729.3	         200	        0.06	
6540	  -55304.064	8	2	   9232591.4	         200	        0.06	
6540	  -55304.009	9	2	   9233416.8	         200	        0.06	
6550	  -55304.392		2	   9231759.4	         200	        0.06	
6550	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6550	  -55305.643	2	1	   9235905.8	   199.99696	        0.06	
6550	  -55305.027	3	2	   9231850.1	         200	 0.059995904	
6550	  -55306.385	4	2	   9235743.5	   199.98949	 0.059997407	
6550	  -55304.175	5	2	   9234119.7	         200	        0.06	
6550	  -55304.066	6	2	   9233762.7	         200	        0.06	
6550	  -55304.409	7	2	   9231729.3	         200	        0.06	
6550	  -55304.064	8	2	   9232591.4	         200	        0.06	
6550	  -55304.009	9	2	   9233416.8	         200	        0.06	
6560	  -55304.392		2	   9231759.4	         200	        0.06	
6560	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6560	  -55305.643	2	2	   9235905.8	   199.99696	        0.06	
6560	  -55305.531	3	1	   9235207.1	   199.99056	        0.06	
6560	  -55306.385	4	2	   9235743.5	   199.98949	 0.059997407	
6560	  -55304.175	5	2	   9234119.7	         200	        0.06	
6560	  -55304.066	6	2	   9233762.7	         200	        0.06	
6560	  -55304.409	7	2	   9231729.3	         200	        0.06	
6560	  -55304.064	8	2	   9232591.4	         200	        0.06	
6560	  -55304.009	9	2	   9233416.8	         200	        0.06	
6570	  -55304.392		2	   9231759.4	         200	        0.06	
6570	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6570	  -55307.077	2	1	   9233112.1	         200	 0.059981148	
6570	  -55305.531	3	2	   9235207.1	   199.99056	        0.06	
6570	  -55306.385	4	2	   9235743.5	   199.98949	 0.059997407	
6570	  -55304.175	5	2	   9234119.7	         200	        0.06	
6570	  -55304.066	6	2	   9233762.7	         200	        0.06	
6570	  -55304.409	7	2	   9231729.3	         200	        0.06	
6570	  -55304.064	8	2	   9232591.4	         200	        0.06	
6570	  -55304.016	9	1	   9232870.3	         200	        0.06	
6580	  -55305.362		1	   9230543.5	         200	        0.06	
6580	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6580	  -55307.077	2	2	   9233112.1	         200	 0.059981148	
6580	  -55305.531	3	2	   9235207.1	   199.99056	        0.06	
6580	  -55306.385	4	2	   9235743.5	   199.98949	 0.059997407	
6580	  -55304.034	5	1	   9232741.1	         200	        0.06	
6580	  -55304.066	6	2	   9233762.7	         200	        0.06	
6580	  -55304.409	7	2	   9231729.3	         200	        0.06	
6580	  -55304.064	8	2	   9232591.4	         200	        0.06	
6580	  -55304.016	9	2	   9232870.3	         200	        0.06	
6590	  -55305.362		2	   9230543.5	         200	        0.06	
6590	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6590	  -55309.123	2	1	   9238079.2	   199.97923	        0.06	
6590	  -55305.531	3	2	   9235207.1	   199.99056	        0.06	
6590	  -55306.385	4	2	   9235743.5	   199.98949	 0.059997407	
6590	  -55304.034	5	2	   9232741.1	         200	        0.06	
6590	  -55304.066	6	2	   9233762.7	         200	        0.06	
6590	  -55304.299	7	1	     9231936	         200	        0.06	
6590	  -55304.064	8	2	   9232591.4	         200	        0.06	
6590	  -55304.016	9	2	   9232870.3	         200	        0.06	
6600	  -55304.148		1	   9232300.2	         200	        0.06	
6600	  -55304.751	1	2	     9234177	   199.99427	        0.06	
6600	  -55309.123	2	2	   9238079.2	   199.97923	        0.06	
6600	  -55305.531	3	2	   9235207.1	   199.99056	        0.06	
6600	  -55309.435	4	1	   9232804.7	    199.9635	        0.06	
6600	  -55304.034	5	2	   9232741.1	         200	        0.06	
6600	  -55305.153	6	1	   9230752.8	         200	        0.06	
6600	  -55304.299	7	2	     9231936	         200	        0.06	
6600	  -55304.064	8	2	   9232591.4	         200	        0.06	
6600	  -55303.998	9	1	   9233138.5	         200	        0.06	
6610	  -55304.148		2	   9232300.2	         200	        0.06	
6610	   -55305.25	1	1	   9233274.1	         200	 0.059992313	
6610	  -55309.123	2	2	   9238079.2	   199.97923	        0.06	
6610	  -55305.531	3	2	   9235207.1	   199.99056	        0.06	
6610	  -55309.435	4	2	   9232804.7	    199.9635	        0.06	
6610	  -55304.034	5	2	   9232741.1	         200	        0.06	
6610	  -55305.153	6	2	   9230752.8	         200	        0.06	
6610	  -55304.299	7	2	     9231936	         200	        0.06	
6610	  -55304.064	8	2	   9232591.4	         200	        0.06	
6610	  -55303.998	9	2	   9233138.5	         200	        0.06	
6620	  -55304.148		2	   9232300.2	         200	        0.06	
6620	   -55305.25	1	2	   9233274.1	         200	 0.059992313	
6620	  -55309.123	2	2	   9238079.2	   199.97923	        0.06	
6620	  -55306.032	3	1	   9231533.8	   199.99056	        0.06	
6620	  -55309.435	4	2	   9232804.7	    199.9635	        0.06	
6620	  -55304.034	5	2	   9232741.1	         200	        0.06	
6620	  -55305.153	6	2	   9230752.8	         200	        0.06	
6620	  -55305.077	7	1	   9231113.6	   199.99852	        0.06	
6620	  -55304.064	8	2	   9232591.4	         200	        0.06	
6620	  -55303.998	9	2	   9233138.5	         200	        0.06	
6630	  -55304.148		2	   9232300.2	         200	        0.06	
6630	   -55305.25	1	2	   9233274.1	         200	 0.059992313	
6630	  -55306.999	2	1	   9237070.2	         200	        0.06	
6630	  -55305.406	3	1	   9232454.5	   199.99056	        0.06	
6630	   -55310.18	4	1	   9238346.2	    199.9616	        0.06	
6630	  -55304.034	5	2	   9232741.1	         200	        0.06	
6630	  -55305.153	6	2	   9230752.8	         200	        0.06	
6630	  -55305.077	7	2	   9231113.6	   199.99852	        0.06	
6630	  -55304.064	8	2	   9232591.4	         200	        0.06	
6630	  -55303.998	9	2	   9233138.5	         200	        0.06	
6640	  -55304.148		2	   9232300.2	         200	        0.06	
6640	   -55305.25	1	2	   9233274.1	         200	 0.059992313	
6640	  -55306.999	2	2	   9237070.2	         200	        0.06	
6640	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6640	   -55310.18	4	2	   9238346.2	    199.9616	        0.06	
6640	  -55304.034	5	2	   9232741.1	         200	        0.06	
6640	  -55305.153	6	2	   9230752.8	         200	        0.06	
6640	  -55305.077	7	2	   9231113.6	   199.99852	        0.06	
6640	  -55304.064	8	2	   9232591.4	         200	        0.06	
6640	  -55303.998	9	2	   9233138.5	         200	        0.06	
6650	  -55304.148		2	   9232300.2	         200	        0.06	
6650	  -55304.797	1	1	   9231159.5	         200	        0.06	
6650	  -55305.203	2	1	   9234235.3	      199.99	        0.06	
6650	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6650	   -55310.18	4	2	   9238346.2	    199.9616	        0.06	
6650	  -55304.034	5	2	   9232741.1	         200	        0.06	
6650	  -55305.153	6	2	   9230752.8	         200	        0.06	
6650	  -55304.773	7	1	   9231190.9	         200	        0.06	
6650	  -55304.064	8	2	   9232591.4	         200	        0.06	
6650	  -55303.998	9	2	   9233138.5	         200	        0.06	
6660	  -55304.148		2	   9232300.2	         200	        0.06	
6660	  -55304.797	1	2	   9231159.5	         200	        0.06	
6660	  -55305.203	2	2	   9234235.3	      199.99	        0.06	
6660	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6660	   -55310.18	4	2	   9238346.2	    199.9616	        0.06	
6660	  -55304.034	5	2	   9232741.1	         200	        0.06	
6660	  -55305.153	6	2	   9230752.8	         200	        0.06	
6660	  -55304.773	7	2	   9231190.9	         200	        0.06	
6660	  -55304.064	8	2	   9232591.4	         200	        0.06	
6660	  -55303.998	9	2	   9233138.5	         200	        0.06	
6670	  -55304.148		2	   9232300.2	         200	        0.06	
6670	  -55304.797	1	2	   9231159.5	         200	        0.06	
6670	  -55305.203	2	2	   9234235.3	      199.99	        0.06	
6670	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6670	   -55310.18	4	2	   9238346.2	    199.9616	        0.06	
6670	  -55304.034	5	2	   9232741.1	         200	        0.06	
6670	  -55305.153	6	2	   9230752.8	         200	        0.06	
6670	  -55304.773	7	2	   9231190.9	         200	        0.06	
6670	  -55304.064	8	2	   9232591.4	         200	        0.06	
6670	  -55303.998	9	2	   9233138.5	         200	        0.06	
6680	  -55304.148		2	   9232300.2	         200	        0.06	
6680	  -55304.797	1	2	   9231159.5	         200	        0.06	
6680	  -55305.203	2	2	   9234235.3	      199.99	        0.06	
6680	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6680	  -55311.132	4	1	     9238785	   199.95259	        0.06	
6680	  -55304.007	5	1	   9232948.3	         200	        0.06	
6680	  -55305.153	6	2	   9230752.8	         200	        0.06	
6680	  -55304.773	7	2	   9231190.9	         200	        0.06	
6680	  -55304.064	8	2	   9232591.4	         200	        0.06	
6680	  -55303.998	9	2	   9233138.5	         200	        0.06	
6690	  -55304.148		2	   9232300.2	         200	        0.06	
6690	  -55304.797	1	2	   9231159.5	         200	        0.06	
6690	  -55305.203	2	2	   9234235.3	      199.99	        0.06	
6690	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6690	  -55311.132	4	2	     9238785	   199.95259	        0.06	
6690	  -55304.007	5	2	   9232948.3	         200	        0.06	
6690	  -55305.641	6	1	   9230287.2	         200	        0.06	
6690	  -55304.773	7	2	   9231190.9	         200	        0.06	
6690	  -55304.064	8	2	   9232591.4	         200	        0.06	
6690	  -55303.998	9	2	   9233138.5	         200	        0.06	
6700	  -55304.148		2	   9232300.2	         200	        0.06	
6700	  -55304.797	1	2	   9231159.5	         200	        0.06	
6700	  -55305.203	2	2	   9234235.3	      199.99	        0.06	
6700	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6700	  -55311.132	4	2	     9238785	   199.95259	        0.06	
6700	  -55304.007	5	2	   9232948.3	         200	        0.06	
6700	  -55305.641	6	2	   9230287.2	         200	        0.06	
6700	  -55304.773	7	2	   9231190.9	         200	        0.06	
6700	  -55304.064	8	2	   9232591.4	         200	        0.06	
6700	  -55303.998	9	2	   9233138.5	         200	        0.06	
6710	  -55304.148		2	   9232300.2	         200	        0.06	
6710	  -55304.797	1	2	   9231159.5	         200	        0.06	
6710	  -55304.754	2	1	   9231951.4	         200	 0.059997231	
6710	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6710	  -55311.132	4	2	     9238785	   199.95259	        0.06	
6710	  -55304.007	5	2	   9232948.3	         200	        0.06	
6710	  -55305.641	6	2	   9230287.2	         200	        0.06	
6710	  -55304.036	7	1	   9233611.1	         200	        0.06	
6710	  -55304.031	8	1	   9233585.1	         200	        0.06	
6710	  -55303.998	9	2	   9233138.5	         200	        0.06	
6720	  -55304.148		2	   9232300.2	         200	        0.06	
6720	  -55304.524	1	1	   9232091.4	   199.99791	        0.06	
6720	  -55304.754	2	2	   9231951.4	         200	 0.059997231	
6720	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6720	  -55309.939	4	1	   9237662.2	    199.9548	        0.06	
6720	  -55305.873	5	1	   9233242.4	   199.98491	        0.06	
6720	  -55305.641	6	2	   9230287.2	         200	        0.06	
6720	  -55304.036	7	2	   9233611.1	         200	        0.06	
6720	  -55304.031	8	2	   9233585.1	         200	        0.06	
6720	  -55303.998	9	2	   9233138.5	         200	        0.06	
6730	  -55304.148		2	   9232300.2	         200	        0.06	
6730	  -55304.524	1	2	   9232091.4	   199.99791	        0.06	
6730	  -55304.754	2	2	   9231951.4	         200	 0.059997231	
6730	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6730	   -55311.25	4	1	     9238227	   199.94266	        0.06	
6730	  -55305.873	5	2	   9233242.4	   199.98491	        0.06	
6730	  -55305.641	6	2	   9230287.2	         200	        0.06	
6730	  -55304.036	7	2	   9233611.1	         200	        0.06	
6730	  -55304.031	8	2	   9233585.1	         200	        0.06	
6730	  -55303.998	9	2	   9233138.5	         200	        0.06	
6740	  -55304.148		2	   9232300.2	         200	        0.06	
6740	  -55304.524	1	2	   9232091.4	   199.99791	        0.06	
6740	  -55304.754	2	2	   9231951.4	         200	 0.059997231	
6740	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6740	   -55311.25	4	2	     9238227	   199.94266	        0.06	
6740	  -55305.873	5	2	   9233242.4	   199.98491	        0.06	
6740	  -55305.641	6	2	   9230287.2	         200	        0.06	
6740	  -55304.036	7	2	   9233611.1	         200	        0.06	
6740	  -55306.231	8	1	   9232984.8	   199.98848	 0.059995438	
6740	  -55303.998	9	2	   9233138.5	         200	        0.06	
6750	  -55304.148		2	   9232300.2	         200	        0.06	
6750	  -55304.228	1	1	   9232091.4	         200	        0.06	
6750	  -55304.452	2	1	   9231654.6	         200	        0.06	
6750	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6750	   -55311.25	4	2	     9238227	   199.94266	        0.06	
6750	  -55305.873	5	2	   9233242.4	   199.98491	        0.06	
6750	  -55305.641	6	2	   9230287.2	         200	        0.06	
6750	  -55304.036	7	2	   9233611.1	         200	        0.06	
6750	  -55305.337	8	1	   9233992.7	   199.98848	        0.06	
6750	  -55303.998	9	2	   9233138.5	         200	        0.06	
6760	  -55304.148		2	   9232300.2	         200	        0.06	
6760	  -55304.228	1	2	   9232091.4	         200	        0.06	
6760	  -55304.452	2	2	   9231654.6	         200	        0.06	
6760	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6760	   -55311.25	4	2	     9238227	   199.94266	        0.06	
6760	  -55304.222	5	1	   9234237.9	         200	        0.06	
6760	  -55305.486	6	1	   9235917.7	         200	        0.06	
6760	  -55304.036	7	2	   9233611.1	         200	        0.06	
6760	  -55305.337	8	2	   9233992.7	   199.98848	        0.06	
6760	  -55303.998	9	2	   9233138.5	         200	        0.06	
6770	  -55304.148		2	   9232300.2	         200	        0.06	
6770	  -55304.228	1	2	   9232091.4	         200	        0.06	
6770	  -55304.452	2	2	   9231654.6	         200	        0.06	
6770	  -55305.406	3	2	   9232454.5	   199.99056	        0.06	
6770	   -55311.25	4	2	     9238227	   199.94266	        0.06	
6770	  -55304.222	5	2	   9234237.9	         200	        0.06	
6770	  -55305.486	6	2	   9235917.7	         200	        0.06	
6770	  -55304.036	7	2	   9233611.1	         200	        0.06	
6770	  -55305.337	8	2	   9233992.7	   199.98848	        0.06	
6770	  -55304.448	9	1	   9234681.5	         200	        0.06	
6780	  -55304.148		2	   9232300.2	         200	        0.06	
6780	  -55304.228	1	2	   9232091.4	         200	        0.06	
6780	  -55304.452	2	2	   9231654.6	         200	        0.06	
6780	  -55304.099	3	1	   9232454.5	         200	        0.06	
6780	  -55309.851	4	1	   9237919.4	   199.95935	        0.06	
6780	  -55304.222	5	2	   9234237.9	         200	        0.06	
6780	  -55305.486	6	2	   9235917.7	         200	        0.06	
6780	  -55304.036	7	2	   9233611.1	         200	        0.06	
6780	  -55305.337	8	2	   9233992.7	   199.98848	        0.06	
6780	  -55304.448	9	2	   9234681.5	         200	        0.06	
6790	  -55304.148		2	   9232300.2	         200	        0.06	
6790	  -55304.228	1	2	   9232091.4	         200	        0.06	
6790	  -55304.452	2	2	   9231654.6	         200	        0.06	
6790	  -55304.099	3	2	   9232454.5	         200	        0.06	
6790	  -55309.851	4	2	   9237919.4	   199.95935	        0.06	
6790	  -55304.222	5	2	   9234237.9	         200	        0.06	
6790	  -55305.486	6	2	   9235917.7	         200	        0.06	
6790	  -55304.036	7	2	   9233611.1	         200	        0.06	
6790	  -55304.429	8	1	   9231693.3	         200	        0.06	
6790	  -55304.448	9	2	   9234681.5	         200	        0.06	
6800	  -55304.255		1	     9232031	         200	        0.06	
6800	  -55304.228	1	2	   9232091.4	         200	        0.06	
6800	  -55304.452	2	2	   9231654.6	         200	        0.06	
6800	  -55304.099	3	2	   9232454.5	         200	        0.06	
6800	  -55308.912	4	1	   9237919.4	   199.97872	        0.06	
6800	  -55304.222	5	2	   9234237.9	         200	        0.06	
6800	  -55305.486	6	2	   9235917.7	         200	        0.06	
6800	  -55304.036	7	2	   9233611.1	         200	        0.06	
6800	  -55304.429	8	2	   9231693.3	         200	        0.06	
6800	  -55304.448	9	2	   9234681.5	         200	        0.06	
6810	  -55304.255		2	     9232031	         200	        0.06	
6810	  -55304.228	1	2	   9232091.4	         200	        0.06	
6810	  -55304.452	2	2	   9231654.6	         200	        0.06	
6810	  -55304.099	3	2	   9232454.5	         200	        0.06	
6810	  -55308.912	4	2	   9237919.4	   199.97872	        0.06	
6810	  -55304.222	5	2	   9234237.9	         200	        0.06	
6810	  -55305.486	6	2	   9235917.7	         200	        0.06	
6810	  -55304.036	7	2	   9233611.1	         200	        0.06	
6810	  -55304.429	8	2	   9231693.3	         200	        0.06	
6810	  -55304.448	9	2	   9234681.5	         200	        0.06	
6820	  -55304.255		2	     9232031	         200	        0.06	
6820	   -55304.41	1	1	   9231726.4	         200	        0.06	
6820	  -55304.452	2	2	   9231654.6	         200	        0.06	
6820	  -55304.099	3	2	   9232454.5	         200	        0.06	
6820	  -55308.912	4	2	   9237919.4	   199.97872	        0.06	
6820	  -55304.222	5	2	   9234237.9	         200	        0.06	
6820	  -55305.486	6	2	   9235917.7	         200	        0.06	
6820	  -55304.036	7	2	   9233611.1	         200	        0.06	
6820	  -55304.429	8	2	   9231693.3	         200	        0.06	
6820	  -55304.448	9	2	   9234681.5	         200	        0.06	
6830	  -55304.209		1	   9234205.8	         200	        0.06	
6830	  -55304.997	1	1	   9231726.4	   199.99612	        0.06	
6830	  -55304.452	2	2	   9231654.6	         200	        0.06	
6830	  -55304.099	3	2	   9232454.5	         200	        0.06	
6830	  -55308.372	4	1	   9230148.9	   199.98672	        0.06	
6830	  -55304.222	5	2	   9234237.9	         200	        0.06	
6830	  -55305.486	6	2	   9235917.7	         200	        0.06	
6830	  -55304.036	7	2	   9233611.1	         200	        0.06	
6830	  -55304.429	8	2	   9231693.3	         200	        0.06	
6830	  -55304.448	9	2	   9234681.5	         200	        0.06	
6840	  -55304.209		2	   9234205.8	         200	        0.06	
6840	  -55304.997	1	2	   9231726.4	   199.99612	        0.06	
6840	  -55304.452	2	2	   9231654.6	         200	        0.06	
6840	  -55304.099	3	2	   9232454.5	         200	        0.06	
6840	  -55308.476	4	1	   9230148.9	    199.9862	        0.06	
6840	  -55304.222	5	2	   9234237.9	         200	        0.06	
6840	  -55305.486	6	2	   9235917.7	         200	        0.06	
6840	  -55304.036	7	2	   9233611.1	         200	        0.06	
6840	  -55304.429	8	2	   9231693.3	         200	        0.06	
6840	  -55304.448	9	2	   9234681.5	         200	        0.06	
6850	  -55304.209		2	   9234205.8	         200	        0.06	
6850	  -55304.997	1	2	   9231726.4	   199.99612	        0.06	
6850	  -55304.452	2	2	   9231654.6	         200	        0.06	
6850	  -55304.099	3	2	   9232454.5	         200	        0.06	
6850	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6850	  -55304.222	5	2	   9234237.9	         200	        0.06	
6850	  -55305.486	6	2	   9235917.7	         200	        0.06	
6850	  -55304.036	7	2	   9233611.1	         200	        0.06	
6850	  -55304.429	8	2	   9231693.3	         200	        0.06	
6850	  -55303.999	9	1	   9233247.4	         200	        0.06	
6860	  -55304.209		2	   9234205.8	         200	        0.06	
6860	  -55304.997	1	2	   9231726.4	   199.99612	        0.06	
6860	  -55304.452	2	2	   9231654.6	         200	        0.06	
6860	  -55304.099	3	2	   9232454.5	         200	        0.06	
6860	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6860	  -55304.015	5	1	     9233472	         200	        0.06	
6860	  -55305.486	6	2	   9235917.7	         200	        0.06	
6860	  -55304.036	7	2	   9233611.1	         200	        0.06	
6860	  -55304.429	8	2	   9231693.3	         200	        0.06	
6860	  -55303.999	9	2	   9233247.4	         200	        0.06	
6870	  -55304.209		2	   9234205.8	         200	        0.06	
6870	  -55305.079	1	1	   9235074.5	         200	 0.059997666	
6870	  -55304.452	2	2	   9231654.6	         200	        0.06	
6870	  -55304.099	3	2	   9232454.5	         200	        0.06	
6870	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6870	  -55304.015	5	2	     9233472	         200	        0.06	
6870	  -55305.486	6	2	   9235917.7	         200	        0.06	
6870	  -55304.036	7	2	   9233611.1	         200	        0.06	
6870	  -55304.459	8	1	   9231643.5	         200	        0.06	
6870	  -55303.999	9	2	   9233247.4	         200	        0.06	
6880	  -55304.209		2	   9234205.8	         200	        0.06	
6880	  -55304.712	1	1	   9235074.5	         200	        0.06	
6880	  -55304.452	2	2	   9231654.6	         200	        0.06	
6880	  -55304.099	3	2	   9232454.5	         200	        0.06	
6880	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6880	  -55304.015	5	2	     9233472	         200	        0.06	
6880	  -55305.486	6	2	   9235917.7	         200	        0.06	
6880	  -55304.036	7	2	   9233611.1	         200	        0.06	
6880	  -55304.459	8	2	   9231643.5	         200	        0.06	
6880	  -55303.999	9	2	   9233247.4	         200	        0.06	
6890	  -55304.209		2	   9234205.8	         200	        0.06	
6890	  -55304.712	1	2	   9235074.5	         200	        0.06	
6890	  -55304.452	2	2	   9231654.6	         200	        0.06	
6890	  -55304.099	3	2	   9232454.5	         200	        0.06	
6890	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6890	  -55304.052	5	1	   9232648.4	         200	        0.06	
6890	  -55304.584	6	1	   9233805.6	   199.99515	        0.06	
6890	  -55304.036	7	2	   9233611.1	         200	        0.06	
6890	  -55304.459	8	2	   9231643.5	         200	        0.06	
6890	  -55303.999	9	2	   9233247.4	         200	        0.06	
6900	  -55304.209		2	   9234205.8	         200	        0.06	
6900	  -55304.712	1	2	   9235074.5	         200	        0.06	
6900	  -55304.452	2	2	   9231654.6	         200	        0.06	
6900	  -55304.099	3	2	   9232454.5	         200	        0.06	
6900	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6900	  -55304.052	5	2	   9232648.4	         200	        0.06	
6900	  -55304.584	6	2	   9233805.6	   199.99515	        0.06	
6900	  -55303.998		7	   9233170.5	         200	        0.06	
6900	  -55303.998	7	1	   9233170.5	         200	        0.06	
6900	  -55305.249	8	1	   9235546.4	   199.99781	        0.06	
6900	  -55303.999	9	2	   9233247.4	         200	        0.06	
6910	  -55304.209		2	   9234205.8	         200	        0.06	
6910	  -55304.712	1	2	   9235074.5	         200	        0.06	
6910	  -55304.452	2	2	   9231654.6	         200	        0.06	
6910	  -55304.099	3	2	   9232454.5	         200	        0.06	
6910	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6910	  -55304.052	5	2	   9232648.4	         200	        0.06	
6910	  -55304.584	6	2	   9233805.6	   199.99515	        0.06	
6910	  -55303.998	7	1	   9233178.8	         200	        0.06	
6910	  -55305.249	8	2	   9235546.4	   199.99781	        0.06	
6910	  -55303.999	9	2	   9233247.4	         200	        0.06	
6920	  -55304.209		2	   9234205.8	         200	        0.06	
6920	  -55304.712	1	2	   9235074.5	         200	        0.06	
6920	  -55304.452	2	2	   9231654.6	         200	        0.06	
6920	  -55304.099	3	2	   9232454.5	         200	        0.06	
6920	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6920	  -55304.052	5	2	   9232648.4	         200	        0.06	
6920	  -55304.637	6	1	   9234971.9	         200	        0.06	
6920	  -55303.998	7	2	   9233178.8	         200	        0.06	
6920	  -55305.249	8	2	   9235546.4	   199.99781	        0.06	
6920	  -55303.999	9	2	   9233247.4	         200	        0.06	
6930	  -55304.209		2	   9234205.8	         200	        0.06	
6930	  -55304.462	1	1	   9234706.1	         200	        0.06	
6930	  -55304.452	2	2	   9231654.6	         200	        0.06	
6930	  -55304.099	3	2	   9232454.5	         200	        0.06	
6930	  -55308.476	4	2	   9230148.9	    199.9862	        0.06	
6930	  -55304.052	5	2	   9232648.4	         200	        0.06	
6930	  -55304.637	6	2	   9234971.9	         200	        0.06	
6930	  -55303.998	7	2	   9233178.8	         200	        0.06	
6930	  -55305.249	8	2	   9235546.4	   199.99781	        0.06	
6930	  -55304.171	9	1	   9232234.1	         200	        0.06	
6940	  -55304.209		2	   9234205.8	         200	        0.06	
6940	  -55305.804	1	1	   9234706.1	    199.9852	        0.06	
6940	  -55304.452	2	2	   9231654.6	         200	        0.06	
6940	  -55304.099	3	2	   9232454.5	         200	        0.06	
6940	   -55304.01	4	1	   9233425.3	         200	        0.06	
6940	  -55304.052	5	2	   9232648.4	         200	        0.06	
6940	  -55304.637	6	2	   9234971.9	         200	        0.06	
